ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
10865,Smart Watches,Apple,2640.871463,46,1,10,5,1
10866,Smartphones,Other Brands,978.4622838,20,1,13,4,1
10867,Smart Watches,Apple,2203.522339,52,1,16,4,1
10868,Smart Watches,Apple,433.8117467,27,1,1,4,1
10869,Headphones,Samsung,2971.485909,32,1,15,2,1
10870,Tablets,Samsung,2264.09779,30,0,9,5,0
10871,Smart Watches,Samsung,1777.457999,35,0,19,4,1
10872,Smartphones,HP,643.7454206,52,0,7,3,0
10873,Laptops,Samsung,2855.35861,67,1,6,2,1
10874,Smartphones,HP,112.3591246,49,1,3,4,1
10875,Headphones,Apple,2506.832144,52,1,9,5,1
10876,Headphones,Other Brands,2411.382259,68,0,18,4,1
10877,Tablets,HP,1997.769804,37,0,4,5,1
10878,Tablets,Samsung,759.3507982,59,1,2,5,1
10879,Smart Watches,Sony,418.1699215,59,0,17,2,0
10880,Headphones,Other Brands,1983.974667,58,1,8,3,1
10881,Smartphones,Sony,1896.743363,18,1,3,3,0
10882,Laptops,Sony,1519.280596,29,0,2,1,0
10883,Tablets,Sony,1380.273575,56,0,3,4,1
10884,Smartphones,Sony,554.643745,31,0,9,1,0
10885,Smart Watches,Apple,1881.002699,39,0,6,1,0
10886,Headphones,Other Brands,2287.410548,67,1,11,1,1
10887,Tablets,Other Brands,1911.914693,30,1,2,2,0
10888,Tablets,Apple,1744.725604,23,0,17,2,0
10889,Tablets,Sony,2689.114536,21,0,3,4,0
10890,Headphones,Sony,2531.26541,64,1,15,4,1
10891,Smart Watches,Sony,801.258828,32,1,13,4,1
10892,Tablets,HP,1136.861093,67,0,14,3,0
10893,Smartphones,Samsung,1445.822097,65,1,12,3,1
10894,Headphones,Other Brands,655.2003136,57,1,14,4,1
10895,Smartphones,Apple,433.651586,34,0,14,1,0
10896,Smart Watches,Apple,1742.617186,69,0,7,5,1
10897,Tablets,Samsung,2017.927608,52,0,14,2,0
10898,Laptops,Other Brands,1844.928422,19,1,4,2,0
10899,Tablets,Other Brands,387.412844,23,0,15,1,0
10900,Tablets,Apple,1445.670522,21,1,8,1,0
10901,Smart Watches,Sony,2639.970514,28,1,19,1,0
10902,Smartphones,Apple,754.5707547,32,1,11,4,1
10903,Smartphones,Apple,1107.246958,33,0,19,2,0
10904,Headphones,HP,1486.980443,18,1,10,4,1
10905,Tablets,Sony,1519.162315,31,1,5,2,1
10906,Laptops,Sony,684.9457979,23,0,11,2,0
10907,Smartphones,Apple,1607.153343,50,1,5,4,1
10908,Smartphones,Sony,1202.480409,53,0,1,4,1
10909,Smart Watches,Sony,2304.196522,61,0,16,4,1
10910,Tablets,HP,501.7260971,47,0,12,1,0
10911,Laptops,Sony,2452.763091,40,0,17,3,0
10912,Smart Watches,Samsung,2636.26154,26,1,15,2,0
10913,Laptops,Sony,751.3772717,39,0,16,1,0
10914,Tablets,Other Brands,1407.515138,32,1,11,4,1
10915,Smart Watches,Samsung,2742.548962,38,1,6,1,1
10916,Tablets,Sony,106.0732011,50,1,17,5,1
10917,Tablets,Samsung,1694.24968,46,0,2,3,0
10918,Tablets,Apple,2167.694204,66,0,16,3,0
10919,Smart Watches,Other Brands,2896.797651,67,0,11,1,0
10920,Tablets,Apple,1524.291797,45,0,5,5,1
10921,Smartphones,HP,2312.551217,55,0,7,5,1
10922,Tablets,Samsung,1097.895434,34,1,5,4,1
10923,Headphones,Samsung,1788.87422,56,0,4,1,0
10924,Smart Watches,HP,305.8162545,55,0,12,1,0
10925,Tablets,Apple,2647.62811,28,1,19,4,1
10926,Tablets,Other Brands,2843.711885,55,0,14,4,1
10927,Laptops,Samsung,973.4656528,26,1,15,2,0
10928,Smartphones,Samsung,281.9125528,26,1,19,5,1
10929,Tablets,Apple,1392.148083,42,1,10,1,1
10930,Laptops,Samsung,2268.894636,48,1,11,3,1
10931,Smartphones,Sony,2742.025399,50,1,2,3,1
10932,Headphones,Samsung,628.3143679,18,1,17,4,1
10933,Smartphones,HP,2415.121757,22,0,17,1,0
10934,Laptops,Sony,2907.522818,22,0,18,2,0
10935,Tablets,Other Brands,886.2378976,35,0,8,2,0
10936,Smart Watches,HP,2440.598053,69,1,5,4,1
10937,Tablets,Other Brands,2381.429767,54,0,12,4,1
10938,Laptops,Sony,1147.208655,55,1,13,2,1
10939,Tablets,Sony,1283.730101,48,0,9,1,0
10940,Smart Watches,Samsung,1823.205141,52,0,9,3,0
10941,Headphones,Samsung,1411.167573,47,0,8,4,1
10942,Headphones,Samsung,1417.727402,58,0,4,5,1
10943,Headphones,Other Brands,2458.20351,25,0,5,2,0
10944,Smartphones,Sony,2209.701219,67,1,8,2,1
10945,Laptops,Samsung,2082.704278,27,0,19,5,0
10946,Tablets,Other Brands,158.8554788,45,1,7,2,1
10947,Smart Watches,Other Brands,1863.681612,34,0,7,2,0
10948,Tablets,Samsung,2252.653307,31,1,14,1,1
10949,Tablets,Samsung,1221.606617,50,0,14,1,0
10950,Smart Watches,Apple,2980.618001,69,1,4,3,1
10951,Smartphones,Sony,1505.04102,25,1,12,5,1
10952,Headphones,HP,1309.099197,62,0,3,4,1
10953,Laptops,Sony,1334.631143,29,1,19,1,0
10954,Smartphones,HP,2014.797948,69,1,1,2,1
10955,Laptops,Other Brands,361.2161251,53,0,9,3,0
10956,Smart Watches,Samsung,2382.685781,36,0,7,5,1
10957,Smart Watches,Other Brands,1050.303281,28,0,11,2,0
10958,Smartphones,HP,1312.698281,67,1,13,4,1
10959,Smart Watches,Other Brands,851.3358234,50,1,17,2,1
10960,Tablets,Apple,2212.745106,65,0,12,1,0
10961,Headphones,Other Brands,2574.340035,64,1,2,3,1
10962,Smart Watches,Samsung,2334.936691,56,0,17,4,1
10963,Laptops,Samsung,1920.357036,42,1,16,2,1
10964,Smart Watches,Samsung,535.6564562,43,0,15,4,1
10965,Headphones,Samsung,1693.130211,19,1,18,5,1
10966,Smart Watches,HP,2932.460657,19,1,14,3,0
10967,Smart Watches,HP,2275.855997,67,0,16,3,0
10968,Smartphones,HP,2722.516096,36,1,9,1,1
10969,Tablets,Other Brands,829.5000459,23,0,4,1,0
10970,Smart Watches,Samsung,1003.296039,54,0,12,3,0
10971,Smart Watches,Apple,1790.382489,31,0,8,5,1
10972,Headphones,Apple,166.7606502,36,1,8,5,1
10973,Tablets,HP,299.3273366,34,0,16,3,0
10974,Smartphones,HP,2486.869406,58,0,18,4,1
10975,Smartphones,HP,1334.284333,57,1,5,3,1
10976,Tablets,Apple,2650.351559,35,0,9,5,1
10977,Tablets,Apple,2746.473883,30,0,18,2,0
10978,Tablets,Samsung,2652.526999,50,0,19,2,0
10979,Smartphones,Samsung,1601.925121,18,0,6,2,0
10980,Headphones,HP,2951.605783,32,0,10,4,1
10981,Tablets,Apple,1125.991578,56,1,16,4,1
10982,Tablets,HP,898.5826098,53,1,19,5,1
10983,Laptops,Other Brands,1447.224572,33,1,5,5,1
10984,Smartphones,Sony,509.6463709,40,1,8,2,1
10985,Smartphones,Sony,261.9350466,59,1,11,2,1
10986,Laptops,Apple,208.8295733,45,0,16,5,1
10987,Tablets,Samsung,1077.009528,49,0,12,4,1
10988,Laptops,Other Brands,2489.969801,40,1,4,3,1
10989,Smartphones,Sony,2225.538861,28,1,2,1,0
10990,Smartphones,Samsung,1909.630106,61,0,7,2,0
10991,Laptops,HP,1154.110651,20,0,7,2,0
10992,Smart Watches,Apple,1303.159558,32,1,2,4,1
10993,Headphones,Apple,1407.20454,45,1,5,3,1
10994,Smart Watches,Apple,741.283668,44,0,8,3,0
10995,Smart Watches,HP,546.1963716,54,1,4,2,1
10996,Smartphones,HP,1666.362858,25,0,9,4,0
10997,Headphones,Samsung,974.231479,20,1,12,3,0
10998,Laptops,Samsung,350.27953,60,0,17,1,0
10999,Smart Watches,Other Brands,2664.272034,30,1,13,4,1
11000,Headphones,Other Brands,1114.446576,49,1,3,2,1
11001,Smart Watches,Other Brands,271.1769058,66,0,15,5,1
11002,Tablets,Apple,443.339947,64,1,17,4,1
11003,Headphones,Apple,1056.059357,41,0,17,5,1
11004,Smartphones,Sony,2504.03428,62,1,13,1,1
11005,Tablets,Other Brands,1908.292054,27,1,12,2,0
11006,Laptops,Samsung,2624.924521,54,0,18,1,0
11007,Smartphones,Other Brands,235.4451839,66,1,4,5,1
11008,Laptops,Apple,1256.112872,46,0,11,3,0
11009,Tablets,Other Brands,1913.832014,68,0,6,2,0
11010,Headphones,Samsung,434.7015114,60,1,17,1,1
11011,Laptops,Samsung,964.177164,31,1,4,2,1
11012,Smartphones,Other Brands,991.1985406,46,1,9,5,1
11013,Laptops,HP,706.3057204,65,0,14,5,1
11014,Smartphones,HP,138.0910774,32,1,8,3,1
11015,Headphones,HP,719.4818212,33,0,1,3,0
11016,Tablets,Sony,2892.180301,30,0,10,2,0
11017,Smartphones,HP,1371.43986,50,0,8,3,0
11018,Tablets,HP,2625.698213,30,0,8,2,0
11019,Tablets,Sony,1818.989746,66,0,10,5,1
11020,Headphones,HP,406.7603417,23,0,15,1,0
11021,Tablets,Apple,1360.625882,40,0,4,4,1
11022,Headphones,Apple,2271.819174,44,1,14,2,1
11023,Smartphones,Samsung,1587.832247,66,1,11,2,1
11024,Smartphones,HP,2473.013815,23,1,8,3,0
11025,Laptops,Samsung,2141.339499,21,0,1,4,0
11026,Tablets,Sony,236.2202484,42,0,10,1,0
11027,Smart Watches,Sony,715.2399366,69,1,16,5,1
11028,Headphones,Apple,2968.400609,19,1,3,3,0
11029,Tablets,Samsung,1945.571622,57,1,1,2,1
11030,Smart Watches,Apple,342.6624464,35,0,2,4,1
11031,Smartphones,Apple,2641.911061,60,0,12,5,1
11032,Headphones,HP,735.0975355,46,0,19,3,0
11033,Smartphones,Other Brands,884.2803488,58,0,9,1,0
11034,Smart Watches,Samsung,2891.97121,57,1,18,4,1
11035,Laptops,Sony,2147.511862,50,0,12,4,1
11036,Smart Watches,Apple,654.1952899,29,1,16,2,0
11037,Headphones,Other Brands,1261.498896,62,0,12,3,0
11038,Laptops,Samsung,2891.588663,47,0,2,5,1
11039,Smartphones,Sony,1525.414188,35,0,16,1,0
11040,Tablets,Apple,1418.685003,40,1,1,5,1
11041,Laptops,Samsung,2782.167064,42,0,19,4,1
11042,Smartphones,Other Brands,1167.066923,41,1,18,3,1
11043,Headphones,Apple,2823.757354,22,0,14,4,0
11044,Tablets,Apple,2953.253463,26,1,14,4,1
11045,Smartphones,Other Brands,1453.115161,56,0,1,1,0
11046,Smartphones,Other Brands,519.9559869,66,0,18,2,0
11047,Smartphones,Samsung,1476.832952,48,1,6,4,1
11048,Smartphones,Apple,2565.83452,35,0,7,1,0
11049,Smart Watches,Samsung,990.27076,31,0,12,1,0
11050,Smartphones,Other Brands,258.8403983,35,1,16,1,1
11051,Laptops,Other Brands,2943.414774,64,1,14,5,1
11052,Laptops,Samsung,759.2184379,33,0,14,4,1
11053,Headphones,Apple,104.4171764,48,1,6,1,1
11054,Smart Watches,Apple,1578.711366,41,0,18,3,0
11055,Headphones,Apple,135.7601358,43,1,4,4,1
11056,Tablets,HP,336.1692468,69,0,12,2,0
11057,Smartphones,Apple,937.670915,33,1,4,5,1
11058,Smartphones,Other Brands,2326.737275,50,1,5,4,1
11059,Laptops,HP,1030.01885,58,1,16,2,1
11060,Smartphones,Apple,778.2501117,50,1,8,3,1
11061,Smartphones,Other Brands,1309.607004,42,1,3,2,1
11062,Tablets,HP,2289.993228,27,1,12,1,0
11063,Laptops,HP,615.285596,21,0,15,1,0
11064,Laptops,HP,989.870021,19,1,15,5,1
11065,Headphones,HP,2141.778314,61,1,15,1,1
11066,Laptops,HP,2611.852162,51,0,1,5,1
11067,Tablets,Other Brands,2985.414582,45,1,2,1,1
11068,Tablets,Other Brands,710.286948,54,0,8,4,1
11069,Headphones,Apple,826.6006602,65,1,17,4,1
11070,Laptops,Sony,2443.325255,65,0,6,5,1
11071,Smart Watches,Sony,2608.603252,61,0,19,3,0
11072,Headphones,Apple,1736.169762,43,1,13,5,1
11073,Headphones,HP,2458.152949,37,1,18,3,1
11074,Tablets,Sony,1429.886154,43,1,16,2,1
11075,Laptops,Apple,1081.278875,53,1,3,2,1
11076,Smartphones,HP,448.8259474,47,1,18,4,1
11077,Smart Watches,Samsung,2778.28345,26,1,7,3,0
11078,Tablets,Sony,442.7250739,21,0,3,2,0
11079,Smartphones,Other Brands,2417.114139,30,0,8,1,0
11080,Laptops,Other Brands,2096.892106,33,0,10,2,0
11081,Headphones,Samsung,378.6163208,37,0,2,5,1
11082,Headphones,Other Brands,319.6225124,46,1,10,3,1
11083,Smartphones,Other Brands,2023.378768,47,0,18,3,0
11084,Tablets,HP,667.7583934,68,1,8,4,1
11085,Smart Watches,Sony,2408.980715,51,0,3,1,0
11086,Smart Watches,Apple,1532.574667,50,0,9,1,0
11087,Smartphones,Sony,1458.339648,19,1,18,3,0
11088,Smart Watches,Sony,643.1750129,19,1,3,4,1
11089,Smart Watches,Other Brands,1289.233972,37,0,18,4,1
11090,Smartphones,HP,1749.177782,54,0,8,3,0
11091,Smart Watches,Apple,469.6357857,58,1,10,4,1
11092,Smartphones,Samsung,2237.764789,24,0,11,3,0
11093,Tablets,HP,474.083816,54,1,12,3,1
11094,Headphones,Apple,2541.502977,41,0,14,1,0
11095,Smart Watches,Sony,2402.447118,52,0,10,1,0
11096,Tablets,Apple,2675.198132,36,0,10,2,0
11097,Smart Watches,HP,154.4098805,47,1,15,1,1
11098,Headphones,Apple,1941.502397,52,1,11,3,1
11099,Laptops,Sony,2375.149771,28,0,14,5,0
11100,Laptops,HP,1171.265951,54,1,19,2,1
11101,Smart Watches,HP,2906.647782,24,1,2,3,0
11102,Smartphones,HP,287.1421067,20,0,2,3,0
11103,Tablets,HP,1698.048528,56,0,13,2,0
11104,Smart Watches,Sony,2645.591908,45,1,10,1,1
11105,Smart Watches,Apple,952.1347523,41,1,2,3,1
11106,Smart Watches,Sony,1373.358004,53,0,6,4,1
11107,Laptops,Apple,2904.698998,48,0,6,4,1
11108,Tablets,Apple,2047.694294,37,0,18,2,0
11109,Laptops,Other Brands,2136.429201,51,0,3,1,0
11110,Headphones,HP,1053.014579,35,1,18,3,1
11111,Smartphones,Apple,1986.385708,38,0,15,5,1
11112,Smart Watches,HP,1778.291345,61,1,13,4,1
11113,Headphones,Apple,767.5685494,40,1,5,1,1
11114,Laptops,Apple,767.8671112,27,1,7,2,0
11115,Smartphones,HP,539.2555025,41,1,18,1,1
11116,Headphones,Samsung,2986.362622,28,1,8,3,0
11117,Smart Watches,Sony,318.065833,22,1,5,3,0
11118,Smart Watches,Apple,2641.834317,60,1,13,4,1
11119,Smart Watches,Samsung,1165.621058,64,0,10,4,1
11120,Smart Watches,Other Brands,776.4567042,46,0,12,3,0
11121,Tablets,Apple,331.5777953,20,0,7,3,0
11122,Smart Watches,Sony,2002.008779,61,1,1,3,1
11123,Smartphones,HP,1209.756119,55,0,12,2,0
11124,Smart Watches,Samsung,1902.498674,48,0,11,2,0
11125,Smartphones,HP,405.0935434,37,0,9,5,1
11126,Laptops,Samsung,1009.355337,18,1,17,5,1
11127,Laptops,HP,934.7494549,42,0,18,1,0
11128,Tablets,Samsung,2434.93588,23,0,2,5,0
11129,Headphones,Other Brands,900.1907985,67,1,12,2,1
11130,Laptops,Apple,1994.341557,36,0,8,3,0
11131,Headphones,Other Brands,496.6819006,44,0,6,2,0
11132,Headphones,Samsung,1864.261034,46,1,11,4,1
11133,Smart Watches,Apple,2973.987851,27,1,1,3,0
11134,Smart Watches,Sony,1131.287745,44,0,15,5,1
11135,Headphones,Other Brands,464.1286747,45,0,10,3,0
11136,Headphones,Samsung,2309.175011,33,0,8,4,1
11137,Laptops,HP,2405.100696,37,0,19,3,0
11138,Laptops,HP,1092.131636,58,0,7,5,1
11139,Headphones,Other Brands,2366.988529,24,1,13,2,0
11140,Tablets,Sony,384.6318566,20,0,5,2,0
11141,Tablets,Apple,535.135117,57,1,14,4,1
11142,Tablets,HP,1853.767003,42,1,1,4,1
11143,Smartphones,Other Brands,2896.198176,29,1,15,3,0
11144,Headphones,Apple,393.0846783,61,1,12,5,1
11145,Laptops,Other Brands,650.1901675,44,0,5,2,0
11146,Headphones,Apple,1055.35186,28,0,3,5,0
11147,Headphones,Other Brands,2829.386573,49,0,11,3,0
11148,Smartphones,Other Brands,282.7885166,31,0,15,5,1
11149,Headphones,Apple,597.4041815,48,1,6,2,1
11150,Smartphones,Samsung,433.0078901,35,0,6,1,0
11151,Headphones,HP,928.1461946,43,1,1,5,1
11152,Smartphones,HP,2961.10234,59,0,14,3,0
11153,Tablets,Samsung,1552.401767,47,1,14,3,1
11154,Smartphones,Sony,2389.703898,65,0,2,1,0
11155,Smart Watches,HP,1047.518061,50,0,14,2,0
11156,Tablets,Apple,1785.297904,58,0,14,4,1
11157,Smart Watches,HP,2128.728231,66,0,7,2,0
11158,Laptops,Samsung,2798.283744,36,0,19,4,1
11159,Smartphones,Sony,1963.044725,59,0,7,3,0
11160,Headphones,Sony,123.483522,35,0,9,2,0
11161,Tablets,Apple,1969.795024,65,0,12,3,0
11162,Smart Watches,Samsung,548.0428289,69,1,19,2,1
11163,Laptops,HP,1617.109293,41,1,2,4,1
11164,Smart Watches,Sony,1312.206184,65,0,17,5,1
11165,Smart Watches,Other Brands,765.5926975,54,1,13,4,1
11166,Tablets,HP,2008.641475,66,0,19,2,0
11167,Smart Watches,Other Brands,719.0446641,63,0,1,5,1
11168,Laptops,Other Brands,516.7107961,53,1,13,3,1
11169,Smartphones,HP,2962.167354,58,0,2,3,0
11170,Tablets,Apple,1292.452744,66,0,16,3,0
11171,Headphones,Apple,604.8456767,66,1,8,4,1
11172,Headphones,Samsung,2576.858042,28,1,8,4,1
11173,Smart Watches,HP,1288.907673,45,1,15,2,1
11174,Laptops,Samsung,106.4729828,66,0,15,3,0
11175,Smart Watches,Other Brands,2044.800858,45,1,5,5,1
11176,Smartphones,Apple,627.613126,64,1,1,1,1
11177,Smartphones,Samsung,2062.045263,46,1,14,3,1
11178,Smartphones,Sony,1587.884725,62,1,7,4,1
11179,Tablets,Sony,2744.423198,36,1,15,5,1
11180,Headphones,Samsung,2609.776066,31,0,11,2,0
11181,Headphones,Other Brands,2932.096976,66,0,19,3,0
11182,Smartphones,Apple,1471.296418,58,1,10,1,1
11183,Laptops,Sony,732.7912593,31,0,7,2,0
11184,Tablets,Apple,1179.770811,57,1,13,4,1
11185,Laptops,Sony,1353.829859,42,0,13,1,0
11186,Laptops,HP,809.101467,25,1,10,5,1
11187,Headphones,Apple,1446.441717,53,0,10,1,0
11188,Smart Watches,Apple,2262.066805,65,1,19,2,1
11189,Laptops,Sony,2582.647691,29,1,15,1,0
11190,Headphones,Samsung,327.2623779,37,0,14,3,0
11191,Laptops,Other Brands,1269.744199,24,0,14,1,0
11192,Headphones,Samsung,118.8006858,65,0,19,2,0
11193,Smartphones,Other Brands,834.847029,45,0,7,5,1
11194,Tablets,Sony,2500.792802,37,0,3,4,1
11195,Headphones,Other Brands,552.227747,40,1,3,3,1
11196,Headphones,Samsung,956.9067249,58,1,6,2,1
11197,Headphones,HP,2962.00616,44,1,18,1,1
11198,Smart Watches,Other Brands,322.9898952,56,1,19,5,1
11199,Headphones,HP,207.3915604,66,0,18,1,0
11200,Smart Watches,Apple,2191.345271,45,0,7,3,0
11201,Headphones,Sony,189.7680496,24,1,9,3,0
11202,Smartphones,Samsung,2837.575472,44,1,2,3,1
11203,Smartphones,HP,1123.982357,50,1,17,3,1
11204,Headphones,HP,2615.839868,67,1,17,2,1
11205,Tablets,Apple,1679.246577,21,0,13,4,0
11206,Smart Watches,Sony,445.3228368,55,0,4,3,0
11207,Headphones,Sony,1170.18886,22,0,16,4,0
11208,Smartphones,Sony,1824.001025,58,0,10,2,0
11209,Smart Watches,Samsung,1615.973414,36,0,3,4,1
11210,Smart Watches,Samsung,720.2606947,47,1,9,3,1
11211,Smart Watches,Samsung,1308.900603,56,1,4,2,1
11212,Smartphones,HP,1018.13566,34,1,16,1,1
11213,Smart Watches,Other Brands,2674.546602,67,0,8,2,0
11214,Smartphones,Samsung,867.5624629,35,1,7,2,1
11215,Smart Watches,Samsung,1830.522012,53,1,14,3,1
11216,Headphones,Sony,200.9502292,55,1,7,2,1
11217,Laptops,Other Brands,373.8110513,58,1,19,5,1
11218,Laptops,Other Brands,1834.97783,59,1,3,1,1
11219,Headphones,Apple,2159.051395,57,0,6,1,0
11220,Laptops,Apple,2349.70096,35,0,14,5,1
11221,Tablets,HP,576.704309,41,0,3,4,1
11222,Smartphones,Apple,1768.000706,28,1,11,4,1
11223,Tablets,Apple,470.7839164,58,0,13,3,0
11224,Headphones,HP,2001.345413,62,0,8,3,0
11225,Tablets,Apple,1185.387139,51,0,19,2,0
11226,Smartphones,Samsung,2553.98448,42,1,1,2,1
11227,Smartphones,HP,2345.059449,30,0,12,2,0
11228,Smartphones,HP,696.9113409,37,1,15,1,1
11229,Laptops,Other Brands,2685.308975,35,0,3,2,0
11230,Laptops,Samsung,2609.693118,32,0,2,5,1
11231,Headphones,Other Brands,1347.876512,33,0,1,4,1
11232,Headphones,Apple,1753.786039,52,0,19,4,1
11233,Laptops,Sony,134.1540578,67,1,1,4,1
11234,Headphones,Other Brands,385.9699415,57,1,12,3,1
11235,Headphones,Sony,1436.278367,34,0,18,2,0
11236,Headphones,Samsung,1203.832916,33,0,19,4,1
11237,Tablets,Samsung,285.4176827,24,1,3,2,0
11238,Smart Watches,HP,2105.514751,61,0,16,3,0
11239,Laptops,HP,1994.043546,56,0,9,1,0
11240,Tablets,HP,1996.922504,29,0,4,3,0
11241,Smartphones,Sony,1380.091528,33,0,18,3,0
11242,Smart Watches,HP,2941.128861,24,1,17,1,0
11243,Smartphones,Samsung,2944.984099,26,1,13,3,0
11244,Tablets,Apple,2873.219146,28,1,10,4,1
11245,Smartphones,Apple,2109.336524,53,0,17,2,0
11246,Smartphones,Sony,784.1817454,21,1,15,5,1
11247,Headphones,Other Brands,2085.683768,52,1,4,5,1
11248,Laptops,Other Brands,1163.24245,24,0,19,3,0
11249,Smart Watches,Apple,137.855808,28,1,17,3,0
11250,Headphones,Apple,2308.284042,24,0,17,3,0
11251,Smart Watches,HP,1274.591573,30,1,11,1,0
11252,Headphones,Other Brands,2077.49031,32,1,11,3,1
11253,Smart Watches,Other Brands,1243.937203,69,0,8,5,1
11254,Laptops,Samsung,132.9020956,38,0,10,5,1
11255,Laptops,HP,2504.780804,36,1,1,1,1
11256,Smartphones,HP,1211.068445,58,1,8,1,1
11257,Headphones,Sony,2160.533772,64,1,6,4,1
11258,Laptops,Samsung,2584.545563,43,1,5,2,1
11259,Smartphones,Samsung,454.5386493,40,1,7,3,1
11260,Headphones,Sony,2006.787405,53,0,12,2,0
11261,Headphones,Samsung,1697.578407,23,1,19,5,1
11262,Headphones,Samsung,754.3962081,22,0,13,2,0
11263,Smartphones,HP,1778.448224,38,1,13,5,1
11264,Smartphones,HP,613.5061616,40,1,12,2,1
11265,Tablets,Apple,2468.035611,62,1,5,3,1
11266,Smart Watches,Apple,2563.255598,37,1,9,4,1
11267,Headphones,Other Brands,595.621862,39,0,2,3,0
11268,Tablets,Apple,2207.496835,20,0,19,2,0
11269,Headphones,Samsung,2396.302201,49,1,5,2,1
11270,Smart Watches,Apple,2727.732358,37,1,11,4,1
11271,Smart Watches,Other Brands,1340.209146,68,1,2,4,1
11272,Headphones,Apple,2896.057855,24,0,2,4,0
11273,Smart Watches,Apple,924.676037,40,0,10,5,1
11274,Smartphones,Sony,1301.456921,32,1,8,2,1
11275,Tablets,Other Brands,1065.250024,56,1,8,1,1
11276,Smartphones,Apple,2062.961035,34,0,2,3,0
11277,Laptops,HP,2816.264599,21,0,2,2,0
11278,Tablets,HP,530.5779986,34,1,12,5,1
11279,Smartphones,Samsung,2202.635765,23,1,9,1,0
11280,Tablets,Sony,2437.839328,60,0,12,5,1
11281,Smartphones,Sony,2041.979135,46,1,9,5,1
11282,Headphones,HP,1869.201827,60,0,18,1,0
11283,Headphones,Apple,2680.206135,58,1,15,4,1
11284,Laptops,Sony,2455.953812,39,1,3,1,1
11285,Headphones,Other Brands,2343.966907,61,1,1,1,1
11286,Smartphones,HP,1462.392257,51,1,17,3,1
11287,Tablets,Other Brands,2555.00411,22,1,2,2,0
11288,Smartphones,Apple,1054.97767,37,1,1,1,1
11289,Smartphones,Sony,1693.219765,26,1,14,4,1
11290,Smartphones,Other Brands,722.6860794,23,0,9,3,0
11291,Laptops,HP,1174.732523,31,0,4,4,1
11292,Smartphones,Other Brands,2770.109004,34,0,2,5,1
11293,Tablets,Samsung,1361.368795,68,1,16,5,1
11294,Tablets,HP,644.5226523,64,0,17,5,1
11295,Smart Watches,Samsung,592.6944708,26,1,3,2,0
11296,Smart Watches,Other Brands,2614.961205,24,1,18,2,0
11297,Headphones,Apple,1531.692641,59,1,8,3,1
11298,Headphones,Other Brands,1697.753107,29,0,9,2,0
11299,Smart Watches,Other Brands,1742.301004,59,0,10,1,0
11300,Laptops,Samsung,2953.266167,66,1,11,2,1
11301,Laptops,Sony,2027.832887,37,1,2,4,1
11302,Smart Watches,Other Brands,2184.700763,49,0,9,3,0
11303,Smartphones,HP,2500.686876,63,0,19,1,0
11304,Laptops,Sony,2921.825885,45,0,7,2,0
11305,Tablets,Samsung,1860.041178,39,1,3,5,1
11306,Smart Watches,Sony,2673.524707,47,0,8,2,0
11307,Laptops,Apple,1047.917735,66,0,16,5,1
11308,Tablets,Apple,364.9861014,50,0,6,1,0
11309,Laptops,Other Brands,1452.512653,49,0,4,2,0
11310,Smart Watches,Sony,1338.776747,50,1,18,3,1
11311,Headphones,Sony,273.375805,21,1,12,2,0
11312,Smart Watches,Samsung,2336.099651,43,1,10,3,1
11313,Smartphones,HP,2272.935197,39,1,17,1,1
11314,Smartphones,Sony,517.1334842,57,0,7,5,1
11315,Tablets,Apple,1220.474536,52,1,4,4,1
11316,Headphones,Samsung,1004.44898,41,0,5,2,0
11317,Tablets,Apple,286.3122419,57,1,2,4,1
11318,Laptops,Samsung,2662.498033,22,0,8,5,0
11319,Headphones,Apple,388.0518843,57,0,7,5,1
11320,Headphones,Other Brands,489.5609289,43,0,15,2,0
11321,Smart Watches,Other Brands,761.5892005,64,0,12,2,0
11322,Headphones,Samsung,2557.928913,44,0,18,3,0
11323,Smartphones,Other Brands,886.1098223,60,0,16,3,0
11324,Tablets,Apple,1483.529433,23,1,14,1,0
11325,Tablets,Other Brands,2683.360505,39,0,8,5,1
11326,Laptops,HP,2197.027577,30,1,4,5,1
11327,Headphones,HP,1080.104226,66,1,17,4,1
11328,Smart Watches,Sony,917.361961,38,0,4,1,0
11329,Headphones,Apple,2735.29638,43,1,3,3,1
11330,Laptops,Sony,2750.808081,67,0,7,1,0
11331,Smart Watches,Other Brands,2758.896517,32,0,10,1,0
11332,Smartphones,Samsung,2018.398121,57,0,7,3,0
11333,Headphones,HP,2468.625813,57,0,14,3,0
11334,Laptops,Sony,1820.268685,31,0,8,4,1
11335,Tablets,HP,1665.69775,68,1,9,2,1
11336,Laptops,Apple,684.7709822,18,1,3,1,0
11337,Laptops,Samsung,1881.211143,54,1,16,1,1
11338,Headphones,Apple,1817.124949,39,0,9,3,0
11339,Smart Watches,Samsung,2505.193305,31,1,9,4,1
11340,Headphones,Samsung,975.8654248,59,1,9,1,1
11341,Headphones,Samsung,1567.083085,46,1,18,3,1
11342,Tablets,Sony,978.5349745,31,1,3,5,1
11343,Smart Watches,Other Brands,204.1351227,20,0,14,4,0
11344,Laptops,Samsung,1804.969595,26,0,2,5,0
11345,Smartphones,HP,295.1534221,36,0,4,2,0
